task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	b5/255e4c	9461830	job_dispatch (job-dispatch)	COMPLETED	0	2026-02-20 09:18:00.541	2m 4s	1m 45s	81.5%	4.2 GB	4.5 GB	20 MB	2.2 MB
3	3f/2c0479	9461936	preprocessing (preprocessing)	COMPLETED	0	2026-02-20 09:20:05.091	16m 25s	15m 14s	706.4%	136.9 GB	209.9 GB	224.5 GB	84.5 MB
2	ad/30de36	9461937	preprocessing (preprocessing)	COMPLETED	0	2026-02-20 09:20:05.182	28m 5s	10m 35s	1134.0%	136.6 GB	209.9 GB	225.4 GB	84.4 MB
5	ff/60377d	9461940	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-02-20 09:20:05.452	30m 19s	29m 18s	1713.2%	52.2 GB	487.1 GB	1.6 TB	2.1 GB
4	7b/3a2b77	9461938	preprocessing (preprocessing)	COMPLETED	0	2026-02-20 09:20:05.279	36m 9s	7m 41s	1009.7%	68.8 GB	105.5 GB	220.8 GB	45.7 MB
11	68/453e03	9462707	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-20 09:36:29.894	20m 10s	19m 8s	478.7%	37.7 GB	57.9 GB	183.1 MB	940.9 MB
12	2b/40951e	9463439	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-20 09:48:09.918	10m 15s	9m 22s	243.7%	36.6 GB	51.7 GB	139.4 MB	581.7 MB
6	bd/bcdd6a	9461939	preprocessing (preprocessing)	COMPLETED	0	2026-02-20 09:20:05.361	45m 4s	8m 46s	905.1%	64.7 GB	105.5 GB	219.9 GB	45.8 MB
13	cb/786674	9463977	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-20 09:56:14.904	10m 55s	9m 42s	196.6%	35.7 GB	51.8 GB	128.4 MB	489.9 MB
8	a8/4c9a56	9461941	preprocessing (preprocessing)	COMPLETED	0	2026-02-20 09:20:05.531	52m 9s	7m 14s	1152.8%	68.6 GB	105.5 GB	218.5 GB	45.8 MB
14	25/c037b2	9464337	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-20 10:05:09.932	14m 10s	12m 3s	236.9%	36.2 GB	52.3 GB	131.6 MB	515.3 MB
7	88/f28b6a	9461942	preprocessing (preprocessing)	COMPLETED	0	2026-02-20 09:20:05.609	1h 5m 9s	12m 10s	908.7%	136.6 GB	209.9 GB	221.6 GB	84.5 MB
9	31/692205	9461943	preprocessing (preprocessing)	COMPLETED	0	2026-02-20 09:20:05.705	1h 13m 9s	6m 58s	1278.5%	68.7 GB	105.5 GB	220.2 GB	45.8 MB
15	3d/420c86	9464544	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-20 10:12:14.944	25m 40s	24m 21s	609.2%	39.6 GB	61 GB	247.2 MB	1.4 GB
10	e3/2b1cc3	9461944	preprocessing (preprocessing)	COMPLETED	0	2026-02-20 09:20:05.794	1h 19m 24s	6m 12s	1565.1%	64.5 GB	105.5 GB	219.4 GB	45.8 MB
16	b8/06fbb7	9465196	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-20 10:25:14.974	21m 40s	20m 13s	589.6%	37.8 GB	58.4 GB	198.9 MB	1 GB
