task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
18	0a/658fbd	9465997	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-20 10:39:29.953	39m 25s	31m 15s	463.6%	39.6 GB	61 GB	216 MB	1.2 GB
17	9d/d18a67	9465634	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-20 10:33:14.933	53m 45s	48m 33s	479.2%	41.4 GB	67.4 GB	244.8 MB	1.4 GB
21	98/19f0d0	9468349	postprocessing (postprocessing)	COMPLETED	0	2026-02-20 11:27:00.212	14m 25s	13m 27s	556.1%	434.4 GB	1.7 TB	2.4 GB	1.9 GB
27	1b/19d4d1	9468780	curation (curation)	COMPLETED	0	2026-02-20 11:41:25.131	7m 35s	6m 44s	2.3%	2.2 GB	6.1 GB	497.6 MB	253.6 KB
20	5d/a29c62	9468348	postprocessing (postprocessing)	COMPLETED	0	2026-02-20 11:27:00.107	31m 55s	30m 42s	319.0%	518.8 GB	1.1 TB	3.3 GB	3.3 GB
24	ed/2bc569	9468353	postprocessing (postprocessing)	COMPLETED	0	2026-02-20 11:27:00.568	31m 55s	16m 33s	817.7%	1.4 TB	2.6 TB	4.6 GB	4.4 GB
28	4b/2b8093	9469408	curation (curation)	COMPLETED	0	2026-02-20 11:58:55.138	13m 10s	12m 41s	51.4%	3.1 GB	7 GB	643.1 MB	255.1 KB
29	c7/7f432c	9469409	curation (curation)	COMPLETED	0	2026-02-20 11:58:55.261	13m 10s	12m 10s	2.2%	3.5 GB	7.5 GB	759.1 MB	254.6 KB
26	48/a366ce	9468355	postprocessing (postprocessing)	COMPLETED	0	2026-02-20 11:27:00.745	48m 4s	15m 27s	652.9%	620.3 GB	1.2 TB	3.6 GB	3.7 GB
30	63/febbbc	9469838	curation (curation)	COMPLETED	0	2026-02-20 12:15:05.144	10m 15s	9m 24s	67.9%	3.2 GB	7.2 GB	712.1 MB	254.7 KB
25	6a/b2411e	9468354	postprocessing (postprocessing)	COMPLETED	0	2026-02-20 11:27:00.657	1h 1m 24s	28m 48s	344.9%	786.1 GB	1.4 TB	4.3 GB	4.4 GB
22	3a/f67dd7	9468352	postprocessing (postprocessing)	COMPLETED	0	2026-02-20 11:27:00.485	1h 6m 30s	1h 5m 10s	102.8%	297.2 GB	873 GB	2 GB	1.9 GB
23	01/cc82ec	9468351	postprocessing (postprocessing)	COMPLETED	0	2026-02-20 11:27:00.390	1h 7m 35s	1h 6m 26s	128.1%	461.8 GB	1 TB	2.8 GB	2.9 GB
32	25/74a724	9470247	curation (curation)	COMPLETED	0	2026-02-20 12:33:30.127	1m 35s	26.5s	44.9%	2.5 GB	6.4 GB	463.5 MB	253.6 KB
33	fb/089ba8	9470267	curation (curation)	COMPLETED	0	2026-02-20 12:34:35.116	1m 5s	30.4s	38.1%	2.6 GB	6 GB	577.5 MB	254.3 KB
19	38/a5e70f	9468350	postprocessing (postprocessing)	COMPLETED	0	2026-02-20 11:27:00.307	1h 8m 40s	1h 7m 44s	210.6%	665.6 GB	1.3 TB	4.1 GB	4.2 GB
34	25/f25225	9470306	curation (curation)	COMPLETED	0	2026-02-20 12:35:40.125	34.9s	21s	67.3%	3.3 GB	7.2 GB	675.1 MB	255 KB
31	6d/1a3155	9470157	curation (curation)	COMPLETED	0	2026-02-20 12:28:25.132	9m 10s	8m 13s	96.3%	3.6 GB	7.6 GB	721.7 MB	254.9 KB
37	1e/39782e	9470342	visualization (visualization)	COMPLETED	0	2026-02-20 12:37:35.513	3m 4s	1m 57s	73.3%	10.5 GB	11.4 GB	4.5 GB	6.4 MB
38	ea/2ba438	9470343	visualization (visualization)	COMPLETED	0	2026-02-20 12:37:35.613	3m 4s	1m 54s	47.8%	10.6 GB	11.5 GB	4.2 GB	5.6 MB
35	2e/00ddaa	9470340	visualization (visualization)	COMPLETED	0	2026-02-20 12:37:35.274	3m 5s	2m 16s	44.4%	10.7 GB	11.7 GB	4.3 GB	6.1 MB
39	16/0caad9	9470344	visualization (visualization)	COMPLETED	0	2026-02-20 12:37:35.736	3m 9s	2m 14s	43.7%	10.9 GB	11.9 GB	4.3 GB	5.9 MB
40	2a/aea14d	9470345	visualization (visualization)	COMPLETED	0	2026-02-20 12:37:35.855	3m 9s	2m 9s	44.1%	10.8 GB	11.9 GB	4.3 GB	5.3 MB
41	ea/3d89cc	9470346	visualization (visualization)	COMPLETED	0	2026-02-20 12:37:35.936	3m 9s	2m 17s	42.2%	10.8 GB	11.8 GB	4.3 GB	6.1 MB
42	cf/c72141	9470347	visualization (visualization)	COMPLETED	0	2026-02-20 12:37:36.053	3m 9s	2m 21s	42.0%	10.7 GB	11.8 GB	4.5 GB	6.1 MB
36	7f/2a9612	9470341	visualization (visualization)	COMPLETED	0	2026-02-20 12:37:35.387	17m 10s	16m 51s	92.0%	10.6 GB	11.5 GB	4.3 GB	6.1 MB
43	e2/b0e5f8	9471537	results_collector (result-collector)	COMPLETED	0	2026-02-20 12:54:46.052	4m 19s	3m 19s	17.0%	1.1 GB	2 GB	5.4 GB	5.8 GB
45	a1/9da1d5	9471622	nwb_units (nwb-units)	FAILED	1	2026-02-20 12:59:05.514	1m 35s	39.9s	-	-	-	-	-
44	8d/c178d2	9471620	quality_control (quality-control)	ABORTED	-	2026-02-20 12:59:05.342	-	-	-	-	-	-	-
46	12/14dc50	9471621	quality_control (quality-control)	ABORTED	-	2026-02-20 12:59:05.430	-	-	-	-	-	-	-
47	c0/b7a44f	9471623	quality_control (quality-control)	ABORTED	-	2026-02-20 12:59:05.594	-	-	-	-	-	-	-
48	db/ba694c	9471624	quality_control (quality-control)	ABORTED	-	2026-02-20 12:59:05.673	-	-	-	-	-	-	-
49	5a/d0be05	9471625	quality_control (quality-control)	ABORTED	-	2026-02-20 12:59:05.755	-	-	-	-	-	-	-
51	2b/8460d0	9471626	quality_control (quality-control)	ABORTED	-	2026-02-20 12:59:05.837	-	-	-	-	-	-	-
50	f4/aa2c1d	9471627	quality_control (quality-control)	ABORTED	-	2026-02-20 12:59:05.917	-	-	-	-	-	-	-
52	f8/b19dc8	9471628	quality_control (quality-control)	ABORTED	-	2026-02-20 12:59:06.078	-	-	-	-	-	-	-
