task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	a7/7f29ab	8972112	job_dispatch (job-dispatch)	COMPLETED	0	2026-02-08 22:59:28.254	34.3s	3.6s	43.2%	70.6 MB	396.8 MB	18 MB	508.3 KB
2	56/330eec	8972118	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-02-08 23:00:02.887	1m 10s	33.3s	2466.2%	9.4 GB	106.5 GB	7 GB	13.9 MB
3	e1/17cf53	8972117	preprocessing (preprocessing)	COMPLETED	0	2026-02-08 23:00:02.786	6m 5s	5m 43s	374.5%	81.8 GB	500.6 GB	10.9 GB	260.3 MB
4	50/ff6150	8972308	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-08 23:06:07.680	1m 5s	38.4s	227.5%	2 GB	18.9 GB	69.1 MB	14.6 MB
5	63/85b743	8972313	postprocessing (postprocessing)	COMPLETED	0	2026-02-08 23:07:12.692	1m 5s	40.1s	379.4%	6.7 GB	24.7 GB	613.7 MB	298.1 MB
6	1c/19560b	8972317	curation (curation)	COMPLETED	0	2026-02-08 23:08:17.687	1m 5s	27.6s	48.8%	943.6 MB	5 GB	223.6 MB	252.1 KB
7	1e/6fe030	8972338	visualization (visualization)	COMPLETED	0	2026-02-08 23:09:22.683	1m 35s	15.9s	53.3%	923.2 MB	1.6 GB	608.7 MB	3.1 MB
8	53/4edbba	8972345	results_collector (result-collector)	COMPLETED	0	2026-02-08 23:10:57.739	29.9s	8.2s	47.0%	262.3 MB	913.3 MB	150 MB	113.9 MB
10	db/a4c12d	8972349	quality_control (quality-control)	COMPLETED	0	2026-02-08 23:11:27.805	34.8s	17.1s	70.3%	710 MB	3.8 GB	1.1 GB	3.2 MB
9	f5/aecdba	8972350	nwb_units (nwb-units)	COMPLETED	0	2026-02-08 23:11:27.889	34.7s	5.8s	38.2%	191.8 MB	569.6 MB	39.9 MB	4.4 MB
11	15/208084	8972368	quality_control_collector (qc-collector)	COMPLETED	0	2026-02-08 23:12:02.688	24.9s	8.1s	23.6%	90.1 MB	408.4 MB	10.7 MB	2.7 MB
