task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
14	b1/61b4d3	9794380	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-27 15:16:29.573	23m 10s	20m 23s	585.2%	37.7 GB	58.4 GB	198.1 MB	1 GB
9	68/426b01	9791662	preprocessing (preprocessing)	COMPLETED	0	2026-02-27 14:28:20.749	1h 15m 49s	7m 50s	1030.5%	68.8 GB	105.5 GB	220.2 GB	45.8 MB
16	d0/b39214	9795395	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-27 15:35:54.884	14m 15s	9m 59s	189.1%	35.7 GB	51.5 GB	128.2 MB	488.3 MB
10	e0/4c24e2	9791663	preprocessing (preprocessing)	COMPLETED	0	2026-02-27 14:28:20.856	1h 22m 34s	5m 38s	1517.8%	68.7 GB	105.5 GB	219.4 GB	45.8 MB
15	b0/8e2da5	9794930	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-27 15:27:39.554	26m 40s	24m 49s	589.1%	39.6 GB	61 GB	247.7 MB	1.4 GB
18	4e/3d57f7	9796011	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-27 15:50:54.649	39m 45s	33m 33s	428.7%	39.6 GB	61 GB	216.4 MB	1.2 GB
17	77/c933ae	9795728	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-02-27 15:44:09.584	49m 55s	43m 42s	469.6%	40.9 GB	66.3 GB	232.8 MB	1.3 GB
22	ff/0af87d	9798458	postprocessing (postprocessing)	COMPLETED	0	2026-02-27 16:34:04.910	12m 20s	11m 28s	344.7%	550.5 GB	1.6 TB	2.3 GB	1.8 GB
20	4d/3f19d7	9798456	postprocessing (postprocessing)	COMPLETED	0	2026-02-27 16:34:04.708	12m 55s	12m 19s	760.0%	495.2 GB	1.1 TB	3.2 GB	3.2 GB
19	d7/da8d0d	9798457	postprocessing (postprocessing)	COMPLETED	0	2026-02-27 16:34:04.809	13m 55s	13m 8s	666.9%	1.2 TB	2.6 TB	4.3 GB	4 GB
21	7e/2c11d9	9798460	postprocessing (postprocessing)	COMPLETED	0	2026-02-27 16:34:05.085	23m 24s	8m 56s	623.1%	289.2 GB	863.7 GB	2 GB	1.9 GB
23	dd/9376d4	9798459	postprocessing (postprocessing)	COMPLETED	0	2026-02-27 16:34:04.994	25m 25s	12m 37s	386.7%	460.7 GB	1 TB	2.8 GB	2.8 GB
25	86/582d4c	9798461	postprocessing (postprocessing)	COMPLETED	0	2026-02-27 16:34:05.170	25m 24s	10m 44s	655.2%	573 GB	1.1 TB	3.1 GB	3.2 GB
27	96/3cc473	9799211	curation (curation)	COMPLETED	0	2026-02-27 16:46:24.710	15m 45s	2m 25s	7.4%	2.4 GB	6.4 GB	445.5 MB	257.8 KB
28	a9/2a2b77	9799224	curation (curation)	COMPLETED	0	2026-02-27 16:46:59.691	16m 10s	2m 50s	18.9%	3.1 GB	6.9 GB	625.2 MB	258.8 KB
30	55/a197e6	9799908	curation (curation)	COMPLETED	0	2026-02-27 16:57:29.710	6m 30s	1m 16s	19.7%	2 GB	5.7 GB	507.3 MB	258 KB
29	8e/0966ae	9799245	curation (curation)	COMPLETED	0	2026-02-27 16:47:59.826	16m 35s	1m 30s	12.2%	3.3 GB	7.2 GB	665 MB	259.2 KB
24	dc/8f89b9	9798462	postprocessing (postprocessing)	COMPLETED	0	2026-02-27 16:34:05.257	30m 34s	7m 32s	1302.1%	750.8 GB	1.3 TB	4.4 GB	4.6 GB
32	73/c204d2	9800087	curation (curation)	COMPLETED	0	2026-02-27 16:59:29.796	6m 25s	1m 12s	16.8%	3.1 GB	6.9 GB	603.6 MB	258.4 KB
31	88/7aece3	9800086	curation (curation)	COMPLETED	0	2026-02-27 16:59:29.705	6m 30s	59.2s	17.9%	2.6 GB	5.7 GB	574.8 MB	258.7 KB
33	85/b92f03	9800364	curation (curation)	COMPLETED	0	2026-02-27 17:04:39.669	1m 50s	1m 36s	39.8%	3.6 GB	7.5 GB	784.7 MB	259.1 KB
26	e4/5bdeae	9798463	postprocessing (postprocessing)	COMPLETED	0	2026-02-27 16:34:05.342	35m 44s	9m 43s	807.4%	645 GB	1.2 TB	3.7 GB	3.9 GB
34	df/a5cd9c	9800701	curation (curation)	COMPLETED	0	2026-02-27 17:09:49.685	2m 30s	58.8s	31.1%	3.4 GB	7.3 GB	725.5 MB	259.1 KB
36	cf/063945	9801320	visualization (visualization)	COMPLETED	0	2026-02-27 17:12:19.875	3m	2m 4s	53.2%	10.7 GB	11.8 GB	4.2 GB	6.1 MB
40	4f/08c76c	9801324	visualization (visualization)	COMPLETED	0	2026-02-27 17:12:20.371	2m 59s	1m 39s	69.3%	10.6 GB	11.5 GB	4.2 GB	6.4 MB
35	a0/b26658	9801319	visualization (visualization)	COMPLETED	0	2026-02-27 17:12:19.740	3m	1m 53s	60.7%	10.6 GB	11.8 GB	4.5 GB	6.1 MB
41	ee/534182	9801325	visualization (visualization)	COMPLETED	0	2026-02-27 17:12:20.451	4m 34s	1m 56s	49.0%	10.7 GB	11.8 GB	4.3 GB	6.1 MB
39	d0/4ffd72	9801323	visualization (visualization)	COMPLETED	0	2026-02-27 17:12:20.238	6m 4s	5m 37s	74.1%	10.9 GB	11.9 GB	4.4 GB	6 MB
38	21/5700e3	9801321	visualization (visualization)	COMPLETED	0	2026-02-27 17:12:20.014	6m 5s	5m 33s	72.5%	10.7 GB	11.9 GB	4.4 GB	5.2 MB
37	f8/8be48b	9801322	visualization (visualization)	COMPLETED	0	2026-02-27 17:12:20.110	6m 4s	5m 37s	73.2%	10.5 GB	11.5 GB	4.1 GB	5.6 MB
42	52/464a52	9801326	visualization (visualization)	COMPLETED	0	2026-02-27 17:12:20.531	17m 4s	14m 14s	90.9%	10.8 GB	11.9 GB	4.2 GB	6.2 MB
43	17/0d94d7	9803003	results_collector (result-collector)	COMPLETED	0	2026-02-27 17:29:24.764	5m 20s	4m 40s	11.6%	1 GB	3.5 GB	5.2 GB	5.7 GB
47	f6/65cc31	9803208	quality_control (quality-control)	COMPLETED	0	2026-02-27 17:34:45.105	1m 24s	46.2s	51.5%	2.8 GB	5.6 GB	2.1 GB	5.8 MB
44	b5/33c805	9803207	nwb_units (nwb-units)	FAILED	1	2026-02-27 17:34:44.973	1m 25s	50s	-	-	-	-	-
45	1f/004f4e	9803206	quality_control (quality-control)	ABORTED	-	2026-02-27 17:34:44.869	-	-	-	-	-	-	-
48	7f/a6e4a9	9803209	quality_control (quality-control)	ABORTED	-	2026-02-27 17:34:45.184	-	-	-	-	-	-	-
46	95/a62fd2	9803210	quality_control (quality-control)	ABORTED	-	2026-02-27 17:34:45.266	-	-	-	-	-	-	-
49	cb/7f7ba6	9803211	quality_control (quality-control)	ABORTED	-	2026-02-27 17:34:45.344	-	-	-	-	-	-	-
50	6f/e8535a	9803212	quality_control (quality-control)	ABORTED	-	2026-02-27 17:34:45.423	-	-	-	-	-	-	-
52	f3/a4a640	9803213	quality_control (quality-control)	ABORTED	-	2026-02-27 17:34:45.503	-	-	-	-	-	-	-
51	ec/f5e1ee	9803214	quality_control (quality-control)	ABORTED	-	2026-02-27 17:34:45.581	-	-	-	-	-	-	-
